RocketLogger CSV File
File Version,3
Block Size,1
Block Count,639                 
Sample Count,639                 
Sample Rate,1
MAC Address,40:bd:32:e9:18:c6
Start Time,Fri Apr 24 22:58:59 2020
Comment,

,I1L_valid,I1H [nA],I1L [10pA],V1 [10nV]
1587769569.792297223,1,-164309,-22737402,-45654148
1587769570.795731547,1,-163455,-22641079,-45645546
1587769571.799193285,1,-161304,-22623465,-45642843
1587769572.802636539,1,-162284,-22517030,-45629572
1587769573.806071540,1,-164941,-22608077,-45638542
1587769574.809539457,1,-164435,-22651402,-45644440
1587769575.812993754,1,-162348,-22696742,-45651813
1587769576.816434040,1,-162949,-22629722,-45644195
1587769577.819880872,1,-158805,-22546193,-45635470
1587769578.823329407,1,-162284,-22577021,-45636453
1587769579.826780885,1,-162791,-22616788,-45639648
1587769580.830228574,1,-163328,-22736298,-45653042
1587769581.833682020,1,-164878,-22646302,-45652428
1587769582.837123380,1,-163391,-22625481,-45642843
1587769583.840565739,1,-161336,-22514278,-45627237
1587769584.844031859,1,-160893,-22608498,-45637928
1587769585.847463549,1,-163929,-22659481,-45644932
1587769586.850932454,1,-162000,-22683755,-45651076
1587769587.854378669,1,-163803,-22629021,-45644563
1587769588.857820985,1,-160513,-22516504,-45631046
1587769589.861277804,1,-162791,-22594775,-45636945
1587769590.864712197,1,-162221,-22622519,-45641246
1587769591.868157060,1,-162316,-22721892,-45653902
1587769592.871609837,1,-161272,-22631387,-45646038
1587769593.875061179,1,-162632,-22540672,-45635102
1587769594.878516909,1,-159754,-22588343,-45637559
1587769595.881956876,1,-157540,-22620819,-45643703
1587769596.885408922,1,-162759,-22731601,-45658326
1587769597.888866500,1,-164245,-22633666,-45648741
1587769598.892302288,1,-160292,-22550241,-45638419
1587769599.895754017,1,-161620,-22587712,-45640140
1587769600.899202649,1,-160608,-22621555,-45645669
1587769601.902666302,1,-163486,-22736088,-45660169
1587769602.906089077,1,-161778,-22635348,-45649601
1587769603.909553058,1,-158299,-22558899,-45643212
1587769604.912995192,1,-161367,-22585697,-45643212
1587769605.916442106,1,-161177,-22621923,-45647267
1587769606.919904345,1,-162632,-22741626,-45662873
1587769607.923342054,1,-163044,-22637907,-45652551
1587769608.926791446,1,-161715,-22584470,-45645915
1587769609.930244208,1,-162664,-22573060,-45641368
1587769610.933698151,1,-159976,-22621765,-45648127
1587769611.937137747,1,-163202,-22742730,-45662873
1587769612.940579446,1,-160450,-22644444,-45653779
1587769613.944046591,1,-161272,-22623010,-45650707
1587769614.947505282,1,-163044,-22539428,-45639402
1587769615.950919092,1,-160766,-22619347,-45647390
1587769616.954369081,1,-160988,-22715390,-45659063
1587769617.957824810,1,-162537,-22659113,-45657220
1587769618.961282153,1,-164182,-22633000,-45652919
1587769619.964711869,1,-161494,-22516732,-45638051
1587769620.968154023,1,-157540,-22613055,-45647144
1587769621.971630477,1,-161684,-22664284,-45653165
1587769622.975048202,1,-161177,-22684579,-45658818
1587769623.978511546,1,-161652,-22634524,-45653165
1587769624.981972703,1,-160260,-22516311,-45639648
1587769625.985406883,1,-158078,-22610023,-45650830
1587769626.988879786,1,-162727,-22654872,-45653042
1587769627.992322580,1,-161810,-22684070,-45661029
1587769628.995765325,1,-162632,-22634419,-45653657
1587769629.999215022,1,-162379,-22516591,-45638665
1587769631.002643326,1,-160861,-22614913,-45648127
1587769632.006132218,1,-161399,-22691782,-45657343
1587769633.009564772,1,-163297,-22661146,-45656606
1587769634.012999075,1,-161810,-22632404,-45652551
1587769635.016465926,1,-159881,-22525635,-45637682
1587769636.019903520,1,-162221,-22624587,-45658572
1587769637.023337006,1,-162917,-22729288,-45669508
1587769638.026801466,1,-163044,-22645671,-45646898
1587769639.030262820,1,-159248,-22634086,-45667665
