RocketLogger CSV File
File Version,3
Block Size,1
Block Count,849                 
Sample Count,849                 
Sample Rate,1
MAC Address,40:bd:32:e9:18:c6
Start Time,Sat Apr 25 00:10:58 2020
Comment,

,I1L_valid,I1H [nA],I1L [10pA],V1 [10nV]
1587773741.316424906,1,23373,-4869441,-73490950
1587773742.319868981,1,21001,-4903476,-73495250
1587773743.323545626,1,19830,-4949465,-73504466
1587773744.326767548,1,22361,-4903406,-73498200
1587773745.330246086,1,21001,-4813165,-73483577
1587773746.333705812,1,22392,-4890349,-73493653
1587773747.337121072,1,19989,-4989442,-73505818
1587773748.340586133,1,18597,-4910785,-73497585
1587773749.344009674,1,20210,-4853755,-73491687
1587773750.347440960,1,20684,-4868056,-73520195
1587773751.350883736,1,23847,-4899831,-73491564
1587773752.354366900,1,20811,-4953706,-73499428
1587773753.357815870,1,18818,-4903512,-73494882
1587773754.361258953,1,15719,-4810974,-73485420
1587773755.364727337,1,18344,-4889473,-73488738
1587773756.368197597,1,17838,-4986287,-73500903
1587773757.371598026,1,16857,-4912134,-73495988
1587773758.375071908,1,17711,-4867040,-73491687
1587773759.378520716,1,17079,-4860345,-73489844
1587773760.381958418,1,19514,-4894573,-73494144
1587773761.385429944,1,16699,-4971618,-73504712
1587773762.388887613,1,14201,-4904756,-73496479
1587773763.392293057,1,19894,-4805699,-73482839
1587773764.395765878,1,20242,-4883952,-73491564
1587773765.399205662,1,17237,-4952865,-73499060
1587773766.402640835,1,17490,-4922720,-73499183
1587773767.406094338,1,18344,-4899989,-73496479
1587773768.409575364,1,19862,-4828623,-73485174
1587773769.412987399,1,17332,-4891436,-73493653
1587773770.416459588,1,16921,-4991405,-73506310
1587773771.419912751,1,20431,-4910224,-73496479
1587773772.423343701,1,21190,-4863973,-73488983
1587773773.426801586,1,21444,-4857243,-73487140
1587773774.430252158,1,21222,-4893294,-73492056
1587773775.433696846,1,16699,-4986340,-73505818
1587773776.437150721,1,22519,-4906596,-73497831
1587773777.440591753,1,24132,-4831795,-73488738
1587773778.444067936,1,21538,-4867758,-73489475
1587773779.447484225,1,19736,-4896028,-73494390
1587773780.450936938,1,20178,-4974177,-73505695
1587773781.454404564,1,18534,-4904808,-73497216
1587773782.457850669,1,18376,-4810956,-73484437
1587773783.461287487,1,18407,-4877661,-73493653
1587773784.464748334,1,17901,-4916095,-73495865
1587773785.468188562,1,14991,-4943331,-73503115
1587773786.471637605,1,19135,-4903547,-73496971
1587773787.475085620,1,19071,-4809186,-73486157
1587773788.478536698,1,20431,-4888614,-73494022
1587773789.481999470,1,20400,-4975333,-73504589
1587773790.485434680,1,20273,-4916936,-73504712
1587773791.488888162,1,19008,-4890963,-73498322
1587773792.492334585,1,20748,-4844519,-73489844
1587773793.495782885,1,21127,-4892873,-73496848
1587773794.499234826,1,21222,-4988057,-73510242
1587773795.502681912,1,19767,-4905387,-73497216
1587773796.506131140,1,20906,-4810799,-73488738
1587773797.509585932,1,20052,-4880955,-73494636
1587773798.513026404,1,19261,-4948343,-73502869
1587773799.516475973,1,17016,-4920179,-73501886
1587773800.519924253,1,20526,-4890840,-73498937
1587773801.523382821,1,19830,-4852090,-73489229
1587773802.526836279,1,21918,-4894153,-73498077
1587773803.530291048,1,19641,-4967902,-73510242
1587773804.533711947,1,23025,-4904160,-73501149
1587773805.537154065,1,21633,-4810746,-73486895
1587773806.540630493,1,18787,-4890770,-73496602
1587773807.544070366,1,14960,-4991948,-73508767
1587773808.547518585,1,18787,-4907578,-73502623
1587773809.550966271,1,19830,-4818405,-73488861
1587773810.554413535,1,20779,-4880289,-73499060
1587773811.557872021,1,20273,-4951410,-73502132
1587773812.561314349,1,19103,-4918146,-73502377
1587773813.564787986,1,18565,-4883374,-73498077
1587773814.568211136,1,21475,-4857961,-73494636
1587773815.571669257,1,20463,-4895712,-73498445
1587773816.575116303,1,17964,-4960278,-73507047
1587773817.578564943,1,18629,-4903704,-73503729
1587773818.582010056,1,22930,-4812902,-73489721
1587773819.585473561,1,18755,-4890647,-73496602
1587773820.588896185,1,20020,-4991562,-73509996
1587773821.592391199,1,20843,-4909032,-73502992
1587773822.595808788,1,17711,-4840698,-73494390
1587773823.599249514,1,16763,-4869406,-73495373
1587773824.602716708,1,19546,-4902688,-73499183
1587773825.606160894,1,16857,-4952514,-73507047
1587773826.609610098,1,18344,-4903792,-73500534
1587773827.613063714,1,21096,-4809344,-73492178
1587773828.616527703,1,21412,-4888597,-73498322
1587773829.619962686,1,17964,-4976367,-73509750
1587773830.623404542,1,18945,-4916095,-73503729
1587773831.626858532,1,21285,-4889578,-73501026
1587773832.630302555,1,18281,-4844273,-73494144
1587773833.633756408,1,17458,-4892751,-73500289
1587773834.637197388,1,19483,-4990283,-73512331
1587773835.640629170,1,16003,-4906561,-73502623
1587773836.644120489,1,19103,-4823680,-73494022
1587773837.647547773,1,21159,-4873717,-73497462
1587773838.651004754,1,20526,-4908559,-73502869
1587773839.654450904,1,21697,-4947519,-73509136
1587773840.657889942,1,21602,-4903687,-73503975
1587773841.661319028,1,20874,-4811324,-73492916
1587773842.664804357,1,20210,-4889824,-73500903
1587773843.668258440,1,20337,-4985586,-73512454
1587773844.671691292,1,17838,-4912467,-73505204
1587773845.675140060,1,23183,-4866076,-73500780
1587773846.678598646,1,20526,-4862518,-73499060
1587773847.682044063,1,21886,-4896571,-73502255
1587773848.685496676,1,17996,-4962855,-73512331
1587773849.688939640,1,20526,-4904072,-73506310
1587773850.692391293,1,22709,-4807714,-73495128
1587773851.695846488,1,19483,-4888912,-73502746
1587773852.699287418,1,21602,-4980013,-73514666
1587773853.702724087,1,19957,-4914623,-73506801
1587773854.706186147,1,21127,-4878467,-73506187
1587773855.709631938,1,20242,-4855700,-73497339
1587773856.713073601,1,20020,-4893697,-73504466
1587773857.716544420,1,18787,-4978996,-73515034
1587773858.720001624,1,19324,-4905334,-73507293
1587773859.723429051,1,22424,-4806908,-73495373
1587773860.726874047,1,21950,-4884601,-73503115
1587773861.730297368,1,21728,-4960454,-73513191
1587773862.733779596,1,17585,-4918444,-73509750
1587773863.737225196,1,17838,-4888877,-73506678
1587773864.740684233,1,19546,-4851845,-73500903
1587773865.744129264,1,18818,-4893732,-73506310
1587773866.747569455,1,17047,-4974545,-73518106
1587773867.751053461,1,19166,-4905001,-73507661
1587773868.754468473,1,18755,-4806908,-73497462
1587773869.757926321,1,20020,-4890034,-73507047
1587773870.761370032,1,19293,-4988723,-73518844
1587773871.764807969,1,18882,-4911013,-73511594
1587773872.768268728,1,19957,-4844431,-73503606
1587773873.771718919,1,20400,-4871474,-73504712
1587773874.775182513,1,19925,-4909207,-73509750
1587773875.778618292,1,21064,-4941438,-73516140
1587773876.782073489,1,16889,-4903564,-73510733
1587773877.785518693,1,20463,-4821770,-73500780
1587773878.788978075,1,20558,-4892120,-73508644
1587773879.792414898,1,17205,-4993368,-73521670
1587773880.795871428,1,20178,-4908454,-73513191
1587773881.799325892,1,19135,-4829078,-73504221
1587773882.802758716,1,20368,-4873682,-73507784
1587773883.806223038,1,19483,-4910697,-73513437
1587773884.809695175,1,17332,-4945557,-73518352
1587773885.813072111,1,20147,-4903897,-73514420
1587773886.816574910,1,19135,-4813638,-73503361
