RocketLogger CSV File
File Version,3
Block Size,1
Block Count,727                 
Sample Count,727                 
Sample Rate,1
MAC Address,40:bd:32:e9:18:c6
Start Time,Fri Apr 24 00:55:17 2020
Comment,

,I1L_valid,I1H [nA],I1L [10pA],V1 [10nV]
1587690018.505821496,1,46968,-1038349,-85525281
1587690019.509273961,1,42824,-1139509,-85548013
1587690020.512740691,1,43362,-1056541,-85534005
1587690021.516177136,1,47537,-996391,-85521594
1587690022.519623125,1,44848,-1003174,-85516064
1587690023.523066380,1,46335,-1039593,-85525895
1587690024.526514807,1,46462,-1130693,-85547276
1587690025.529963302,1,43963,-1053035,-85531793
1587690026.533409057,1,43805,-954714,-85511764
1587690027.536854677,1,43868,-1024801,-85520365
1587690028.540318312,1,43900,-1091926,-85534005
1587690029.543764934,1,45291,-1072840,-85536954
1587690030.547183138,1,47031,-1040802,-85528598
1587690031.550648692,1,44659,-989749,-85568166
1587690032.554096773,1,42603,-1038962,-85514713
1587690033.557566340,1,41274,-1126522,-85539780
1587690034.561011721,1,47695,-1052177,-85528107
1587690035.564445551,1,43583,-951262,-85507831
1587690036.567891440,1,46430,-1032583,-85520365
1587690037.571345062,1,42381,-1129922,-85539780
1587690038.574784193,1,43394,-1061536,-85531179
1587690039.578244528,1,46019,-1006609,-85519259
1587690040.581695375,1,44279,-1007030,-85514221
1587690041.585145371,1,45007,-1044237,-85522208
1587690042.588589220,1,45260,-1109767,-85541378
1587690043.592033954,1,45544,-1050880,-85526509
1587690044.595471155,1,44785,-952944,-85506848
1587690045.598929153,1,46588,-1033494,-85520242
1587690046.602367645,1,45386,-1129607,-85540641
1587690047.605820010,1,44437,-1062500,-85530810
1587690048.609267444,1,42761,-1018351,-85521717
1587690049.612725233,1,44121,-999949,-85512132
1587690050.616174868,1,46019,-1040136,-85535848
1587690051.619626935,1,44817,-1128170,-85568903
1587690052.623096340,1,44279,-1052650,-85520365
1587690053.626490693,1,45734,-954644,-85505005
1587690054.630006615,1,44153,-1023872,-85518031
1587690055.633411476,1,44342,-1074663,-85527615
1587690056.636871068,1,45291,-1086861,-85533268
1587690057.640346435,1,46556,-1050214,-85526878
1587690058.643747078,1,46019,-955538,-85509675
1587690059.647212357,1,45418,-1033284,-85519014
1587690060.650648633,1,42888,-1119582,-85550102
1587690061.654105409,1,43267,-1069878,-85531302
1587690062.657529668,1,47031,-1046008,-85526386
1587690063.660995610,1,44754,-965230,-85506357
1587690064.664437550,1,44153,-1034878,-85520120
1587690065.667888059,1,44089,-1125856,-85538183
1587690066.671342354,1,44216,-1068493,-85533391
1587690067.674799940,1,43615,-1045990,-85528230
1587690068.678233667,1,44374,-965300,-85509060
1587690069.681693863,1,43741,-1034756,-85520365
1587690070.685134082,1,43425,-1123893,-85540149
1587690071.688591358,1,43425,-1069580,-85532285
1587690072.692062438,1,44501,-1046989,-85526264
1587690073.695484141,1,46398,-963758,-85524789
1587690074.698922573,1,43172,-1034458,-85541501
1587690075.702372869,1,41527,-1120739,-85532285
1587690076.705835171,1,46588,-1070211,-85537569
1587690077.709287973,1,43995,-1046393,-85530687
1587690078.712733650,1,43141,-966544,-85515942
1587690079.716176258,1,46778,-1035527,-85523560
1587690080.719618832,1,41970,-1132569,-85568166
1587690081.723073555,1,44089,-1063551,-85525403
1587690082.726518091,1,44184,-1032197,-85525035
1587690083.729960476,1,46114,-987173,-85551208
1587690084.733419072,1,45228,-1037683,-85514959
1587690085.736861575,1,43552,-1138265,-85533268
1587690086.740317048,1,43963,-1054718,-85527369
1587690087.743753976,1,43520,-969699,-85514959
1587690088.747229186,1,43710,-1017090,-85520242
1587690089.750655051,1,44089,-1056821,-85531793
1587690090.754082097,1,45260,-1093906,-85544327
1587690091.757559246,1,43741,-1050477,-85556001
1587690092.761058812,1,45070,-959867,-85512747
1587690093.764446922,1,43710,-1035685,-85526018
1587690094.767891335,1,43046,-1139351,-85550717
1587690095.771349560,1,45639,-1057557,-85539289
1587690096.774823274,1,45260,-979444,-85524666
1587690097.778253317,1,43583,-1016091,-85527861
1587690098.781669138,1,45260,-1060011,-85537814
1587690099.785151169,1,46240,-1089753,-85549488
1587690100.788615080,1,44912,-1049793,-85540763
1587690101.792111238,1,44248,-963547,-85521963
1587690102.795481765,1,43647,-1036175,-85534865
1587690103.798927711,1,42160,-1139579,-85566568
1587690104.802393538,1,43836,-1057014,-85547768
1587690105.805839177,1,44153,-980197,-85537446
1587690106.809289130,1,44564,-1016055,-85565217
1587690107.812751914,1,45861,-1058433,-85529581
1587690108.816164024,1,44089,-1090454,-85539780
1587690109.819615147,1,45671,-1049548,-85545187
1587690110.823077329,1,46778,-966089,-85522208
1587690111.826519233,1,46208,-1036684,-85536708
1587690112.829968684,1,44184,-1139877,-85560670
1587690113.833415763,1,45702,-1055927,-85548751
1587690114.836860876,1,43299,-973572,-85533022
1587690115.840316212,1,45702,-1017160,-85534988
1587690116.843750092,1,46335,-1059573,-85544327
