RocketLogger CSV File
File Version,3
Block Size,1
Block Count,702                 
Sample Count,702                 
Sample Rate,1
MAC Address,40:bd:32:e9:18:c6
Start Time,Thu Apr 23 22:41:33 2020
Comment,

,I1L_valid,I1H [nA],I1L [10pA],V1 [10nV]
1587682165.990715419,1,-919498,-97100961,-10017857
1587682166.994172150,1,-917949,-96949939,-10010852
1587682167.997627344,1,-914817,-96987515,-10010729
1587682169.001068882,1,-914564,-97052466,-10015030
1587682170.004524440,1,-920763,-97115227,-10014662
1587682171.008002407,1,-915956,-97032732,-10009746
1587682172.011454004,1,-914944,-96872999,-10004463
1587682173.014837708,1,-918075,-96987112,-10009869
1587682174.018341530,1,-917569,-97122991,-10015030
1587682175.021775299,1,-917095,-97019535,-10009624
1587682176.025193792,1,-915829,-96960875,-10007657
1587682177.028642864,1,-915829,-96930625,-10005937
1587682178.032116192,1,-914754,-96937478,-10004217
1587682179.035550173,1,-918075,-97072761,-10009255
1587682180.039004207,1,-917348,-96983414,-10005937
1587682181.042459322,1,-915640,-96811518,-9993895
1587682182.045893564,1,-915640,-96911434,-9998196
1587682183.049346172,1,-916367,-97032977,-10004585
1587682184.052805200,1,-917284,-96961734,-10002496
1587682185.056249793,1,-915007,-96910277,-9998687
1587682186.059702666,1,-917316,-96819650,-9994878
1587682187.063153913,1,-915260,-96892646,-9997950
1587682188.066606465,1,-915323,-97032960,-10004217
1587682189.070052189,1,-915576,-96910908,-9997704
1587682190.073467665,1,-912920,-96763023,-9990577
1587682191.076937207,1,-914881,-96831761,-9993035
1587682192.080405568,1,-915829,-96934411,-9996967
1587682193.083796862,1,-916241,-96937951,-9997704
1587682194.087308770,1,-915355,-96887195,-9996967
1587682195.090724650,1,-914564,-96792064,-9993895
1587682196.094174314,1,-914628,-96798286,-9990823
1587682197.097622702,1,-915766,-96959368,-10001636
1587682198.101056606,1,-915988,-96852196,-9998810
1587682199.104529649,1,-914185,-96672221,-9987751
1587682200.107975810,1,-916810,-96805559,-9993157
1587682201.111442925,1,-917885,-96926244,-9997950
1587682202.114857866,1,-915798,-96837334,-9992666
1587682203.118316173,1,-914406,-96810291,-9990700
1587682204.121763672,1,-915007,-96710761,-9987997
1587682205.125226436,1,-912287,-96765144,-9988242
1587682206.128666299,1,-917158,-96916359,-9994878
1587682207.132114567,1,-915766,-96809958,-9989963
1587682208.135565583,1,-915450,-96752525,-9987259
1587682209.139017258,1,-913679,-96674149,-9985293
1587682210.142466183,1,-914501,-96747337,-9989348
1587682211.145902084,1,-916715,-96901549,-9995492
1587682212.149355068,1,-914248,-96764285,-9989102
1587682213.152804081,1,-913742,-96682649,-9988119
1587682214.156252941,1,-913742,-96664930,-9986030
1587682215.159708533,1,-914343,-96709131,-9988734
1587682216.163140661,1,-917284,-96851477,-9996844
1587682217.166595693,1,-915671,-96722153,-9992666
1587682218.170050506,1,-914469,-96620361,-9988980
1587682219.173492930,1,-912603,-96620501,-9987259
1587682220.176936352,1,-913900,-96662126,-9992297
1587682221.180396146,1,-914659,-96810642,-9996967
1587682222.183834075,1,-914722,-96684857,-9991069
1587682223.187285966,1,-913742,-96581208,-9986645
1587682224.190742441,1,-911939,-96589235,-9987628
1587682225.194161303,1,-912509,-96628984,-9990331
1587682226.197638146,1,-915418,-96774398,-9997827
1587682227.201090401,1,-914691,-96654169,-9992543
