RocketLogger CSV File
File Version,3
Block Size,1
Block Count,74218               
Sample Count,74218               
Sample Rate,1
MAC Address,98:5d:ad:b2:2e:9d
Start Time,Wed May 20 22:40:09 2020
Comment,

,I1L_valid,I1H [nA],I1L [10pA],V1 [10nV]
1590014657.934797089,1,15328,-31457,29317
1590014658.938348285,1,12369,-20761,32015
1590014659.941896355,1,13849,27850,42687
1590014660.945422844,1,10921,-6949,34959
1590014661.948942349,1,12086,-67430,23306
1590014662.952498367,1,13817,-29146,30666
1590014663.956017388,1,13377,-15107,32506
1590014664.959550647,1,13723,22371,41461
1590014665.963078163,1,11205,-7527,35941
1590014666.966562777,1,12873,-69951,21834
1590014667.970143517,1,12967,-26538,30053
1590014668.973670895,1,11740,-1417,34837
1590014669.977213117,1,14604,13829,39375
1590014670.980731689,1,12464,-8525,34714
1590014671.984263650,1,13282,-68463,21098
1590014672.987806143,1,12716,-24454,30421
1590014673.991322804,1,13502,24489,39498
1590014674.994861464,1,12779,6074,36677
1590014675.998376752,1,11866,-11133,32261
1590014677.001898508,1,13282,-60550,21221
1590014678.005469235,1,13565,-23737,29685
1590014679.008977452,1,16272,31421,39989
1590014680.012532216,1,15391,4358,34714
1590014681.016048581,1,14478,-12481,32383
1590014682.019589333,1,11960,-58117,22815
1590014683.023134251,1,13597,-23492,29439
1590014684.026634416,1,12432,35115,41215
1590014685.030175168,1,12149,2170,34837
1590014686.033698209,1,14289,-17330,30789
1590014687.037237705,1,14919,-50502,23919
1590014688.040751419,1,13660,-22809,29194
1590014689.044292353,1,15360,37443,40847
1590014690.047856725,1,13975,-682,34101
1590014691.051410803,1,12401,-30966,27722
1590014692.054895943,1,11960,-40314,25146
1590014693.058444693,1,13188,-22144,29071
1590014694.061955206,1,14132,36848,40357
1590014695.065498330,1,16335,-3361,32629
1590014696.069007175,1,13030,-48174,23061
1590014697.072556386,1,13377,-33295,26005
1590014698.076089012,1,14761,-21041,28335
1590014699.079613524,1,16146,32734,40847
1590014700.083151080,1,15013,-5146,32874
1590014701.086691007,1,13345,-63859,20239
1590014702.090248497,1,12495,-28323,26863
1590014703.093749831,1,11614,-16630,29807
1590014704.097275757,1,15863,26047,38885
1590014705.100818710,1,13912,-5619,32261
1590014706.104347839,1,14541,-67938,18522
1590014707.107864935,1,13314,-26275,27231
1590014708.111396572,1,12495,-8227,30421
1590014709.114921568,1,13314,19921,37290
1590014710.118472157,1,11645,-6319,31893
1590014711.122029156,1,11992,-68585,17909
1590014712.125452940,1,14006,-23754,25637
1590014713.129045264,1,14321,12148,34346
1590014714.132564760,1,15674,10835,34714
1590014715.136121438,1,12873,-7807,30543
1590014716.139691762,1,12338,-60060,18767
1590014717.143182500,1,13188,-21689,27845
1590014718.146726007,1,12527,37671,39989
1590014719.150261857,1,14384,2223,30789
1590014720.153758239,1,12967,-25295,26005
1590014721.157335311,1,14038,-39351,24042
1590014722.160852385,1,14573,-20358,25882
1590014723.164388079,1,15297,36796,38517
1590014724.167923273,1,13817,-3290,29930
1590014725.171448486,1,13565,-61671,18031
1590014726.174951614,1,12936,-27063,25759
1590014727.178500439,1,14038,-11500,27477
1590014728.182034328,1,15265,21496,34959
1590014729.185570595,1,11173,-5549,28949
1590014730.189144461,1,10512,-67517,16437
1590014731.192640304,1,13912,-22214,25269
1590014732.196152633,1,16083,27518,36063
1590014733.199682736,1,13282,7404,31157
1590014734.203220923,1,14573,-12953,26863
1590014735.206735048,1,12401,-47019,19994
1590014736.210287245,1,15643,-20236,25023
1590014737.213812199,1,14289,39526,36922
1590014738.217350513,1,14604,-1890,28703
1590014739.220868855,1,13754,-55246,18767
1590014740.224416046,1,13502,-27640,22570
1590014741.227941690,1,14604,-14074,25514
1590014742.231476038,1,13408,23999,34223
1590014743.234994192,1,13880,-4516,28703
1590014744.238530840,1,12873,-66642,15823
1590014745.242084452,1,13660,-21741,24165
1590014746.245596756,1,15769,30249,35327
1590014747.249128654,1,13723,6844,29807
1590014748.252659215,1,13723,-14932,25391
1590014749.256191418,1,13440,-43763,19871
1590014750.259726908,1,14384,-19658,23061
1590014751.263252920,1,12590,39912,36922
1590014752.266786121,1,13377,-770,27722
1590014753.270310150,1,13219,-49855,18154
1590014754.273855763,1,13125,-29321,21343
1590014755.277380210,1,11929,-17260,24533
1590014756.280920153,1,15485,32034,35082
1590014757.284436111,1,13943,-3326,28090
1590014758.287966127,1,13125,-65592,13983
1590014759.291501654,1,14069,-23159,22447
1590014760.295041924,1,13912,5811,27354
1590014761.298565565,1,14447,15369,30789
1590014762.302103366,1,13345,-5216,25023
1590014763.305626540,1,11866,-60340,14965
1590014764.309167017,1,11897,-20218,22815
1590014765.312700232,1,14415,39877,35450
1590014766.316233321,1,13440,2468,27354
1590014767.319759196,1,15958,-35745,20607
1590014768.323283643,1,11362,-30984,20117
1590014769.326816540,1,15108,-17347,22079
1590014770.330360057,1,14510,31474,33365
1590014771.333873303,1,14919,-3010,26250
1590014772.337413874,1,15611,-66029,12634
1590014773.340944627,1,14163,-21268,22447
1590014774.344472881,1,13345,23001,31402
1590014775.347999113,1,16493,10030,28581
1590014776.351526575,1,14447,-10993,24165
1590014777.355068277,1,12086,-43168,16069
1590014778.358594594,1,11457,-18853,21589
1590014779.362123074,1,14793,38896,34223
1590014780.365688354,1,13030,-1680,26250
1590014781.369174023,1,12841,-64419,12143
1590014782.372741325,1,14982,-21584,21834
1590014783.376257209,1,15139,21356,29930
1590014784.379775797,1,14667,9435,29317
1590014785.383325367,1,14006,-16647,22570
1590014786.386855716,1,13282,-35115,18154
1590014787.390367480,1,11992,-17225,22202
1590014788.393908562,1,14730,30914,32629
1590014789.397449475,1,12841,-2538,25882
1590014790.400983588,1,10418,-64874,11530
1590014791.404512832,1,15265,-19500,20730
1590014792.408040561,1,12558,39351,33855
1590014793.411574808,1,15548,4183,26618
1590014794.415094536,1,13691,-35973,18277
1590014795.418635710,1,12275,-28638,18890
1590014796.422179476,1,13754,-14704,21834
1590014797.425702046,1,13125,27553,31034
1590014798.429237140,1,14667,-2940,23919
1590014799.432771254,1,13093,-64104,12143
1590014800.436304136,1,13093,-19273,20117
1590014801.439829230,1,13660,38406,32506
1590014802.443355523,1,14824,5496,25146
1590014803.446883785,1,13125,-29531,19258
1590014804.450386700,1,11582,-30739,17541
1590014805.453958498,1,12086,-16595,21343
1590014806.457486879,1,16996,32944,32015
1590014807.461016383,1,14950,-1487,23183
1590014808.464540111,1,12023,-64769,11530
