RocketLogger CSV File
File Version,3
Block Size,1
Block Count,728                 
Sample Count,728                 
Sample Rate,1
MAC Address,40:bd:32:e9:18:c6
Start Time,Fri Apr 24 00:09:59 2020
Comment,

,I1L_valid,I1H [nA],I1L [10pA],V1 [10nV]
1587687467.917415809,1,-17680,-8366434,-76328882
1587687468.920873668,1,-18028,-8393862,-76335026
1587687469.924331690,1,-17870,-8494689,-76360339
1587687470.927767624,1,-17680,-8416506,-76347191
1587687471.931225619,1,-16668,-8399435,-76344242
1587687472.934689043,1,-17838,-8314925,-76321755
1587687473.938114317,1,-17458,-8385975,-76331954
1587687474.941535477,1,-18281,-8425830,-76342153
1587687475.945001936,1,-19830,-8465035,-76354809
1587687476.948471404,1,-14580,-8407760,-76345471
1587687477.951915658,1,-15497,-8340986,-76325441
1587687478.955362798,1,-16921,-8351624,-76323966
1587687479.958804113,1,-14707,-8392653,-76332937
1587687480.962260035,1,-17237,-8485769,-76371030
1587687481.965703328,1,-17996,-8427547,-76343996
1587687482.969157571,1,-16763,-8404430,-76340678
1587687483.972606962,1,-15244,-8308107,-76316716
1587687484.976041113,1,-16857,-8370114,-76326178
1587687485.979509915,1,-19419,-8394633,-76334780
1587687486.982966290,1,-19356,-8493866,-76357636
1587687487.986402874,1,-18945,-8416821,-76343996
1587687488.989851405,1,-17901,-8400802,-76338343
1587687489.993301714,1,-15213,-8312261,-76338589
1587687490.996728835,1,-17142,-8381769,-76331954
1587687492.000200949,1,-16193,-8405745,-76325932
1587687493.003650793,1,-19040,-8479775,-76350386
1587687494.007091274,1,-15402,-8408566,-76336009
1587687495.010531101,1,-15149,-8367555,-76328390
1587687496.014001520,1,-15592,-8334869,-76316348
1587687497.017442765,1,-17996,-8389673,-76325932
1587687498.020881454,1,-18597,-8462003,-76343750
1587687499.024357268,1,-17016,-8439903,-76344487
1587687500.027781508,1,-15055,-8404641,-76332937
1587687501.031225508,1,-18376,-8313295,-76313890
1587687502.034669345,1,-17142,-8366153,-76322246
1587687503.038119460,1,-14074,-8393336,-76325932
1587687504.041570735,1,-18470,-8492656,-76351492
1587687505.045009087,1,-19040,-8412352,-76335640
1587687506.048470741,1,-15687,-8387132,-76327038
1587687507.051914002,1,-16731,-8328209,-76312293
1587687508.055355734,1,-16035,-8389288,-76325072
1587687509.058813749,1,-20495,-8475008,-76341047
1587687510.062255156,1,-20558,-8424585,-76336009
1587687511.065708510,1,-16130,-8402415,-76331585
1587687512.069149666,1,-17901,-8309369,-76308238
1587687513.072606546,1,-16794,-8385011,-76322123
1587687514.076047242,1,-17553,-8445319,-76335763
1587687515.079493400,1,-17110,-8437221,-76338589
1587687516.082942955,1,-16826,-8403291,-76328636
1587687517.086395706,1,-17616,-8305583,-76304428
1587687518.089838239,1,-16731,-8381243,-76320034
1587687519.093296377,1,-16573,-8428161,-76333182
1587687520.096748474,1,-18281,-8447211,-76343504
1587687521.100190225,1,-16984,-8403887,-76331708
1587687522.103625474,1,-17363,-8305005,-76306026
1587687523.107088001,1,-17047,-8379683,-76322246
1587687524.110541898,1,-18850,-8420922,-76331708
1587687525.113953544,1,-19577,-8450051,-76342398
1587687526.117420395,1,-17237,-8404255,-76334043
1587687527.120873614,1,-20178,-8305180,-76308852
1587687528.124319226,1,-16130,-8379666,-76321755
