RocketLogger CSV File
File Version,3
Block Size,1
Block Count,503                 
Sample Count,503                 
Sample Rate,1
MAC Address,40:bd:32:e9:18:c6
Start Time,Fri Apr 24 01:29:09 2020
Comment,

,I1L_valid,I1H [nA],I1L [10pA],V1 [10nV]
1587691979.616571999,1,-1841369,-190082649,-12414892
1587691980.620023143,1,-1843710,-190183406,-12415875
1587691981.623424969,1,-1841053,-190016944,-12408134
1587691982.626943746,1,-1836878,-189889757,-12401375
1587691983.630369688,1,-1837321,-189630441,-12389579
1587691984.633819040,1,-1837384,-189646267,-12387858
1587691985.637260961,1,-1836593,-189621416,-12384295
1587691986.640695450,1,-1837416,-189708818,-12384909
1587691987.644151372,1,-1837321,-189505463,-12376185
1587691988.647630379,1,-1835423,-189358998,-12368198
1587691989.651054421,1,-1831912,-189172258,-12358613
1587691990.654508078,1,-1834474,-189199879,-12357261
1587691991.657957683,1,-1835929,-189228709,-12356032
1587691992.661409981,1,-1836119,-189179443,-12351117
1587691993.664837244,1,-1830236,-189014208,-12342393
1587691994.668314708,1,-1830964,-188796446,-12334405
1587691995.671746752,1,-1830869,-188716720,-12330719
1587691996.675198097,1,-1829287,-188717877,-12327032
1587691997.678644324,1,-1832197,-188806944,-12326418
1587691998.682106567,1,-1827738,-188670294,-12320643
1587691999.685551229,1,-1824986,-188535764,-12312533
1587692000.688994370,1,-1823657,-188287051,-12302211
1587692001.692511006,1,-1825998,-188268474,-12298278
1587692002.695862578,1,-1824258,-188248476,-12296435
1587692003.699335172,1,-1826219,-188356752,-12296927
1587692004.702800471,1,-1820969,-188177969,-12288448
1587692005.706244868,1,-1819862,-188051746,-12280092
1587692006.709656729,1,-1817711,-187788417,-12269401
1587692007.713114195,1,-1820400,-187814321,-12265346
1587692008.716592104,1,-1821602,-187788855,-12263380
1587692009.720029169,1,-1820273,-187871543,-12263503
1587692010.723460983,1,-1819166,-187665822,-12255270
1587692011.726977085,1,-1816794,-187476891,-12246668
1587692012.730391014,1,-1814643,-187357644,-12240033
1587692013.733817427,1,-1816067,-187357258,-12238067
1587692014.737270731,1,-1817110,-187462941,-12236838
1587692015.740727001,1,-1814390,-187290432,-12230080
1587692016.744124140,1,-1814422,-187161440,-12223075
1587692017.747664757,1,-1812050,-186913604,-12212139
1587692018.751065119,1,-1811797,-186951337,-12211525
1587692019.754514296,1,-1813125,-186987178,-12208084
1587692020.757967781,1,-1813378,-186939420,-12204766
1587692021.761430009,1,-1810468,-186783315,-12195673
1587692022.764870844,1,-1807084,-186527575,-12186580
1587692023.768314254,1,-1808855,-186516673,-12183262
1587692024.771763885,1,-1805440,-186495660,-12180190
1587692025.775220357,1,-1807843,-186605320,-12180313
1587692026.778640400,1,-1804870,-186401632,-12170851
1587692027.782100817,1,-1803763,-186253730,-12164215
1587692028.785566508,1,-1803099,-186058840,-12153771
1587692029.789017874,1,-1801233,-186078960,-12152542
1587692030.792450581,1,-1802625,-186158143,-12151190
1587692031.795914901,1,-1801771,-186032253,-12145906
1587692032.799375315,1,-1800063,-185886156,-12138656
1587692033.802806338,1,-1796900,-185623896,-12128211
1587692034.806239932,1,-1800853,-185651096,-12126000
1587692035.809699177,1,-1796932,-185628049,-12122436
1587692036.813160755,1,-1799177,-185685552,-12121576
1587692037.816582079,1,-1796584,-185492678,-12113466
1587692038.820047511,1,-1794370,-185278913,-12102652
1587692039.823493722,1,-1794496,-185203235,-12097368
1587692040.826909071,1,-1792409,-185193981,-12094665
1587692041.830398679,1,-1795825,-185304676,-12096017
1587692042.833835722,1,-1795034,-185111837,-12086801
1587692043.837284245,1,-1794876,-184977342,-12080534
1587692044.840732233,1,-1791871,-184766696,-12071195
1587692045.844163040,1,-1792725,-184797191,-12070580
